post_id,mongo_id,platform,profile_url,source_stage,url,content_snippet,subtopic,nexus,violations,event,violations_str,violation_labels,violation_labels_str,reasoning,speech_type,intent,intensity_score,intensity_label,protected_expression,borderline,confidence,needs_url_enrichment,needs_fact_check,claim_to_verify,fact_check_note,enriched_from_url,fact_checked,skipped,status,stance,tone,target,polarity,sentiment_confidence,sentiment_reasoning,sentiment_skipped,sentiment_status
fMPctmmbs1g,6a53c8bc6dadc213c0cc9321,youtube,https://www.youtube.com/channel/UC9MiUkC9Mq8XIVRcba98_sA,search,https://www.youtube.com/watch?v=fMPctmmbs1g,"22 Crore Followers in 15 Days: How India's Cockroach Party Broke the Internet #Shorts Watch the full analysis here: https://www.youtube.com/watch?v=NVLXVdJ2338 On May 15, 2026, Chief Justice Surya Kant's 'cockroach' remark sparked a youth explosion. A day later, Abhijeet Dipke launched the Cockroach Janta Party—and it went viral. Within two weeks, CJP amassed 22 million Instagram followers, overtaking the BJP and Congress itself, before the government withheld its X account under Section 69A. T…",cjp account withheld,,['NONE'],,NONE,['NONE'],NONE,"This post provides context on the CJP's rapid growth and the government's action to withhold its X account, which is news commentary.",news_report,explain the origin and blocking of the CJP X account,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,Provides a factual recap of CJP's rapid growth and the government's action to withhold its account.,FALSE,ok
ZuTxTk0X6F0,6a53c8bd6dadc213c0cc9322,youtube,https://www.youtube.com/channel/UC9MiUkC9Mq8XIVRcba98_sA,search,https://www.youtube.com/watch?v=ZuTxTk0X6F0,"120 NEET Questions Leaked: The 22-Lakh-Student Scandal That Sparked a Movement #Shorts Watch the full analysis here: https://www.youtube.com/watch?v=NVLXVdJ2338 On May 15, 2026, Chief Justice Surya Kant's 'cockroach' remark sparked a youth explosion. A day later, Abhijeet Dipke launched the Cockroach Janta Party—and it went viral. Within two weeks, CJP amassed 22 million Instagram followers, overtaking the BJP and Congress itself, before the government withheld its X account under Section 69A.…",cjp account withheld,,['NONE'],,NONE,['NONE'],NONE,"This post provides context on the CJP's rapid growth and the government's action to withhold its X account, linking it to the NEET scandal, which is news commentary.",news_report,explain the origin and blocking of the CJP X account in relation to NEET,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,government,neutral,0.8,"Reports on the NEET leak scandal and its role in sparking the CJP movement, presenting facts.",FALSE,ok
-3t2AmAkwYw,6a53c8bd6dadc213c0cc9323,youtube,https://www.youtube.com/channel/UC9MiUkC9Mq8XIVRcba98_sA,search,https://www.youtube.com/watch?v=-3t2AmAkwYw,"The Chief Justice Called Them Cockroaches. India's Youth Turned It Into a Party. #Shorts Watch the full analysis here: https://www.youtube.com/watch?v=NVLXVdJ2338 On May 15, 2026, Chief Justice Surya Kant's 'cockroach' remark sparked a youth explosion. A day later, Abhijeet Dipke launched the Cockroach Janta Party—and it went viral. Within two weeks, CJP amassed 22 million Instagram followers, overtaking the BJP and Congress itself, before the government withheld its X account under Section 69A…",cjp account withheld,,['NONE'],,NONE,['NONE'],NONE,"This post provides context on the CJP's rapid growth and the government's action to withhold its X account, which is news commentary.",news_report,explain the origin and blocking of the CJP X account,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,Provides a factual recap of CJP's origin from the 'cockroach' remark and its growth.,FALSE,ok
z138VwJGmRc,6a53c8be6dadc213c0cc9324,youtube,https://www.youtube.com/channel/UC9MiUkC9Mq8XIVRcba98_sA,search,https://www.youtube.com/watch?v=z138VwJGmRc,"Cockroach Party: The 12-Day Hunger Standoff On May 15, 2026, Chief Justice Surya Kant's 'cockroach' remark sparked a youth explosion. A day later, Abhijeet Dipke launched the Cockroach Janta Party—and it went viral. Within two weeks, CJP amassed 22 million Instagram followers, overtaking the BJP and Congress itself, before the government withheld its X account under Section 69A. The trigger: the NEET-UG 2026 paper leak affecting 2.27 million medical aspirants and claiming at least three lives.…",cjp account withheld,,['NONE'],,NONE,['NONE'],NONE,"This is a news report/summary of the CJP movement's origin and impact, detailing its growth and the government's action.",news_report,report on CJP's origin and account withholding,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"Provides a factual recap of CJP's origin, growth, and the government's action to withhold its account.",FALSE,ok
NVLXVdJ2338,6a53c8bf6dadc213c0cc9326,youtube,https://www.youtube.com/channel/UC9MiUkC9Mq8XIVRcba98_sA,search,https://www.youtube.com/watch?v=NVLXVdJ2338,"Cockroach Party और Wangchuk का व्रत: NEET संकट पर भारत के 12-दिनीय युवा विद्रोह On May 15, 2026, Chief Justice Surya Kant's 'cockroach' remark sparked a youth explosion. A day later, Abhijeet Dipke launched the Cockroach Janta Party—and it went viral. Within two weeks, CJP amassed 22 million Instagram followers, overtaking the BJP and Congress itself, before the government withheld its X account under Section 69A. The trigger: the NEET-UG 2026 paper leak affecting 2.27 million medical aspirants…",cjp account withheld,,['NONE'],,NONE,['NONE'],NONE,"This is a news report/summary of the CJP movement's origin and impact, detailing its growth and the government's action.",news_report,report on CJP's origin and account withholding,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"Provides a factual recap of CJP's origin, growth, and the government's action to withhold its account.",FALSE,ok
r1CgQETWz0U,6a53c8bf6dadc213c0cc9327,youtube,https://www.youtube.com/channel/UCd7zakBqKvZ4L2k8yISYHzw,search,https://www.youtube.com/watch?v=r1CgQETWz0U,"जब करोड़ों ""कॉकरोच"" सड़कों पर उतर आए: The CJP Uprising 15 मई 2026 को सुप्रीम कोर्ट के एक शांत कमरे से निकले चंद शब्दों ने भारत के इतिहास का रुख बदल दिया। जब देश के चीफ जस्टिस सूर्या कांत ने सोशल मीडिया और आरटीआई के जरिए सिस्टम पर सवाल उठाने वाले बेरोजगार युवाओं की तुलना 'कॉकरोच' और 'परजीवी' से की, तो किसी ने नहीं सोचा था कि यही अपमान एक ऐतिहासिक हथियार बन जाएगा। बोस्टन यूनिवर्सिटी से लौटे 30 साल के युवा अभिजीत दिपके (Abhijit Dipke) ने इस अपमान को अपनी ढाल बनाया और नींव रखी 'कॉकरोच जनता पार्टी'…",cjp account withheld,,['NONE'],,NONE,['NONE'],NONE,"This is a news report/summary of the CJP movement's origin and impact, detailing its growth and the government's action.",news_report,report on CJP's origin and account withholding,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"Recounts the origin story of CJP from the Chief Justice's 'cockroach' remark, presenting it as a historical account.",FALSE,ok
rIZvjwJdPeE,6a53c8c06dadc213c0cc9328,youtube,https://www.youtube.com/channel/UC-cdtP8gS1Rj4uQ3yeOEHOw,search,https://www.youtube.com/watch?v=rIZvjwJdPeE,"Hume Anti-National Kyun Bola Jaata Hai? #cockroachjantaparty #cockroach #cjp #jantarmantar #aisf ""Why the common man only hears labels—AISF leader Gulab decodes the media narrative and reality of education grants."" 🎤💬 Direct ground coverage from Jantar Mantar. In this hard-hitting second part of our interaction, we ask the AISF student union leader why a layman is disconnected from their student movement outside of mainstream university election headlines. He alleges a systematic anti-propagand…",cjp anti national,,['NONE'],,NONE,['NONE'],NONE,"The content discusses the 'anti-national' label in the context of student movements and media narratives, which is political commentary.",political_criticism,discuss the 'anti-national' label and student movements,2,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,media,negative,0.9,The AISF leader questions why they are called 'Anti-National' and alleges 'systematic anti-propaganda' by media/government.,FALSE,ok
G1ZQGW_Zv-U,6a53c8c16dadc213c0cc932a,youtube,https://www.youtube.com/channel/UCRsEpuEug1d23nU39NSkaxQ,search,https://www.youtube.com/watch?v=G1ZQGW_Zv-U,CJP protest के मंच पर दिखी Arundhati Roy,cjp anti national,,['NONE'],,NONE,['NONE'],NONE,"This is a neutral statement reporting the presence of a public figure at a protest, which is news reporting.",news_report,report Arundhati Roy's presence at CJP protest,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,The snippet simply reports Arundhati Roy's presence at the CJP protest without taking a side.,FALSE,ok
9npGAvjCfmI,6a53c8c16dadc213c0cc932b,youtube,https://www.youtube.com/channel/UCrXJItnCACDao4sUAju6fmA,search,https://www.youtube.com/watch?v=9npGAvjCfmI,"Student Protest Ya Kuch Aur? 🧐 CJP Ki Stage Par Kaun Hain Yeh Log? 🚨 CJP Protest Ka Asli Sach Kya Hai? 🚨 Kya CJP (Citizens for Justice and Peace) ke protest ko 'Anti-National' kehna galat hai, ya phir iske piche koi aur agenda hai? Is video mein hum baat karenge protest ki stage par maujood bade chehron ki reality aur unke past controversies par—Arundhati Roy se leker Brinda Karat tak. Dekhiye aur khud faisla kijiye! #CJPProtest #RealityCheck #CurrentAffairs #TrendingIndia #TruthBeTold #CJPProt…",cjp anti national,,['NONE'],,NONE,['NONE'],NONE,"The content questions the 'anti-national' label for CJP protests and discusses figures on stage, which is political commentary/accusation.",political_criticism,question the 'anti-national' label and protest figures,2,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,critical,cjp,negative,0.85,"The post questions the 'real truth' of the CJP protest and highlights 'past controversies' of figures like Arundhati Roy and Brinda Karat, implying a negative agenda.",FALSE,ok
jgIHsNA8ntM,6a53c8c26dadc213c0cc932c,youtube,https://www.youtube.com/channel/UCrHUbZm6BI2E7qieRSnGwIQ,search,https://www.youtube.com/watch?v=jgIHsNA8ntM,बारिश Anti-National है! #viral #trending #bjp #politics #road #rain #jaybhim #cjp #congress #shorts,cjp anti national,,['NONE'],,NONE,['NONE'],NONE,"This is a satirical comment, likely implying that even natural phenomena are labeled 'anti-national' in the current political climate.",satire_meme,satirize the 'anti-national' label,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,mocking,government,negative,0.8,The satirical title 'बारिश Anti-National है!' mocks the government's tendency to label critics as anti-national.,FALSE,ok
NwF6VeJ5qSQ,6a53c8c26dadc213c0cc932d,youtube,https://www.youtube.com/channel/UCa02VgoxEr9U06XMv5EoWwQ,search,https://www.youtube.com/watch?v=NwF6VeJ5qSQ,"""Sawal Poochoge To Anti-National?""#JantarMantar #JantarMantarProtest #SonamWangchuk#cockroachpty#cjp Jantar Mantar se uthti awaaz sirf ek vyakti ke khilaaf nahi, balki education system, exam transparency aur accountability jaise muddon par bhi sawal utha rahi hai. Is video mein isi protest aur usse jude muddon par baat ki gayi hai. Apni rai comments mein zarur batayein. #JantarMantar #JantarMantarProtest #SonamWangchuk #DharmendraPradhan #CJP#cockroachjantaparty #Education #NEET #EducationRefor…",cjp anti national,,['NONE'],,NONE,['NONE'],NONE,"The content discusses the 'anti-national' label in the context of questioning the education system and accountability, which is political commentary.",political_criticism,discuss the 'anti-national' label for questioning the system,2,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.9,"The post questions the government's response to protests about education system, exam transparency, and accountability, using the phrase 'Sawal Poochoge To Anti-National?'.",FALSE,ok
MVT1jAYlp_U,6a53c8c36dadc213c0cc932e,youtube,https://www.youtube.com/channel/UCXwqCWdeQ03MQd6-qnfmbNg,search,https://www.youtube.com/watch?v=MVT1jAYlp_U,"Is CJP anti-national? Facts vs Allegations What exactly is CJP? Why are people calling it Pakistan-funded? Is it really linked to the Aam Aadmi Party? Were anti-national slogans actually raised? Or is there more to the story? In this video, we go through the major allegations surrounding CJP one by one and examine the publicly available information, arguments, and evidence discussed around them. We also look at how media narratives, political claims, and public perception shape these debates. T…",cjp anti national,,['NONE'],,NONE,['NONE'],NONE,"The content discusses allegations around CJP, examining facts vs. claims, which is a neutral news/analysis approach.",news_report,examine allegations about CJP,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,The post aims to examine allegations against CJP by presenting 'Facts vs Allegations' and looking at 'publicly available information'.,FALSE,ok
f99uJiebRuA,6a53c8c36dadc213c0cc932f,youtube,https://www.youtube.com/channel/UCT0smx3wAjhVe0d4elJXAew,search,https://www.youtube.com/watch?v=f99uJiebRuA,"Who is the real anti-nationalist? | Lavanya Singh | #cjpprotest #sansadchalo Who is the real anti-national? The one who speaks up against corruption... Who questions those in power... Who calls out everything that's going wrong in the country? Or... The one who stays silent while students die by suicide, farmers suffer, women are assaulted, and injustice continues—because as long as their own life is comfortable, they don't care? Patriotism isn't blind loyalty. It's having the courage to demand…",cjp anti national,,['NONE'],,NONE,['NONE'],NONE,"The content uses rhetorical questions to define 'anti-national' in the context of protest and dissent, which is political criticism.",political_criticism,redefine 'anti-national' in protest context,2,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.9,"The post defines 'real anti-national' as those who stay silent on injustices, implicitly criticizing the government and its supporters, and states patriotism is 'courage to demand'.",FALSE,ok
